mab_uid,mab_id,pubmed_id,pdb_id,uniprot_accession,virus_taxonid,virus_name,family,species,disease_id,disease_name
180_DV5,DV5,27417494,,,64320,Zika Virus,,Zika Virus,60478,zika fever
181_DV5,DV5,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
182_DV5,DV5,27417494,,,11060,Dengue Virus2,,Dengue Virus,12205; 12206,dengue disease
183_DV5,DV5,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
184_DV5,DV5,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206; 0050125,dengue hemorrhagic fever
185_DV5,DV5,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
186_DV5,DV5,27417494,,,11060,Dengue Virus2,,Dengue Virus,12205; 12206,dengue disease
187_DV5,DV5,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
188_DV5,DV5,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206; 0050125,dengue hemorrhagic fever
189_DV5,DV5,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
190_DV5,DV5,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
191_DV5,DV5,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
192_DV5,DV5,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206; 0050125,dengue hemorrhagic fever
193_DV13,DV13,27417494,,,64320,Zika Virus,,Zika Virus,60478,zika fever
194_DV13,DV13,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
195_DV13,DV13,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
196_DV13,DV13,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
197_DV13,DV13,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206; 0050125,dengue hemorrhagic fever
198_DV13,DV13,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
199_DV13,DV13,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
200_DV13,DV13,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
201_DV13,DV13,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206; 0050125,dengue hemorrhagic fever
202_DV13,DV13,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
203_DV13,DV13,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
204_DV13,DV13,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
205_DV13,DV13,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206; 0050125,dengue hemorrhagic fever
206_DV14,DV14,27417494,,,64320,Zika Virus,,Zika Virus,60478,zika fever
207_DV14,DV14,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
208_DV14,DV14,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
209_DV14,DV14,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
210_DV14,DV14,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
211_DV14,DV14,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
212_DV14,DV14,27417494,,,11060,Dengue Virus2,,Dengue Virus,12205; 12206,dengue disease
213_DV14,DV14,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
214_DV14,DV14,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
215_DV14,DV14,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
216_DV14,DV14,27417494,,,11060,Dengue Virus2,,Dengue Virus,12205; 12206,dengue disease
217_DV14,DV14,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
218_DV14,DV14,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
219_DV17,DV17,27417494,,,64320,Zika Virus,,Zika Virus,60478,zika fever
220_DV17,DV17,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
221_DV17,DV17,27417494,,,11060,Dengue Virus2,,Dengue Virus,12205; 12206,dengue disease
222_DV17,DV17,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
223_DV17,DV17,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
224_DV17,DV17,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
225_DV17,DV17,27417494,,,11060,Dengue Virus2,,Dengue Virus,12205; 12206,dengue disease
226_DV17,DV17,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
227_DV17,DV17,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
228_DV17,DV17,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
229_DV17,DV17,27417494,,,11060,Dengue Virus2,,Dengue Virus,12205; 12206,dengue disease
230_DV17,DV17,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
231_DV17,DV17,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
232_DV21,DV21,27417494,,,64320,Zika Virus,,Zika Virus,60478,zika fever
233_DV21,DV21,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
234_DV21,DV21,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
235_DV21,DV21,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
236_DV21,DV21,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
237_DV21,DV21,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
238_DV21,DV21,27417494,,,11060,Dengue Virus2,,Dengue Virus,12205; 12206,dengue disease
239_DV21,DV21,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
240_DV21,DV21,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
241_DV21,DV21,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
242_DV21,DV21,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
243_DV21,DV21,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
244_DV21,DV21,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
245_DV28,DV28,27417494,,,64320,Zika Virus,,Zika Virus,60478,zika fever
246_DV28,DV28,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
247_DV28,DV28,27417494,,,11060,Dengue Virus2,,Dengue Virus,12205; 12206,dengue disease
248_DV28,DV28,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
249_DV28,DV28,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
250_DV28,DV28,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
251_DV28,DV28,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
252_DV28,DV28,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
253_DV28,DV28,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
254_DV28,DV28,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
255_DV28,DV28,27417494,,,11060,Dengue Virus2,,Dengue Virus,12205; 12206,dengue disease
256_DV28,DV28,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
257_DV28,DV28,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206; 0050125,dengue hemorrhagic fever
258_DVA28,DVA28,27417494,,,64320,Zika Virus,,Zika Virus,60478,zika fever
259_DVA28,DVA28,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
260_DVA28,DVA28,27417494,,,11060,Dengue Virus2,,Dengue Virus,12205; 12206,dengue disease
261_DVA28,DVA28,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
262_DVA28,DVA28,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
263_DVA28,DVA28,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
264_DVA28,DVA28,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
265_DVA28,DVA28,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
266_DVA28,DVA28,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206; 0050125,dengue hemorrhagic fever
267_DVA28,DVA28,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
268_DVA28,DVA28,27417494,,,11060,Dengue Virus2,,Dengue Virus,12205; 12206,dengue disease
269_DVA28,DVA28,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
270_DVA28,DVA28,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206; 0050125,dengue hemorrhagic fever
271_DVA143,DVA143,27417494,,,64320,Zika Virus,,Zika Virus,60478,zika fever
272_DVA143,DVA143,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
273_DVA143,DVA143,27417494,,,11060,Dengue Virus2,,Dengue Virus,12205; 12206,dengue disease
274_DVA143,DVA143,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
275_DVA143,DVA143,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206; 0050125,dengue hemorrhagic fever
276_DVA143,DVA143,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
277_DVA143,DVA143,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
278_DVA143,DVA143,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
279_DVA143,DVA143,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206; 0050125,dengue hemorrhagic fever
280_DVA143,DVA143,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
281_DVA143,DVA143,27417494,,,11060,Dengue Virus2,,Dengue Virus,12205; 12206,dengue disease
282_DVA143,DVA143,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
283_DVA143,DVA143,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206; 0050125,dengue hemorrhagic fever
284_DVA163,DVA163,27417494,,,64320,Zika Virus,,Zika Virus,60478,zika fever
285_DVA163,DVA163,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
286_DVA163,DVA163,27417494,,,11060,Dengue Virus2,,Dengue Virus,12205; 12206,dengue disease
287_DVA163,DVA163,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
288_DVA163,DVA163,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206; 0050125,dengue hemorrhagic fever
289_DVA163,DVA163,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
290_DVA163,DVA163,27417494,,,11060,Dengue Virus2,,Dengue Virus,12205; 12206,dengue disease
291_DVA163,DVA163,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
292_DVA163,DVA163,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206; 0050125,dengue hemorrhagic fever
293_DVA163,DVA163,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
294_DVA163,DVA163,27417494,,,11060,Dengue Virus2,,Dengue Virus,12205; 12206,dengue disease
295_DVA163,DVA163,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
296_DVA163,DVA163,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206; 0050125,dengue hemorrhagic fever
297_DVA291,DVA291,27417494,,,64320,Zika Virus,,Zika Virus,60478,zika fever
298_DVA291,DVA291,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
299_DVA291,DVA291,27417494,,,11060,Dengue Virus2,,Dengue Virus,12205; 12206,dengue disease
300_DVA291,DVA291,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
301_DVA291,DVA291,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206; 0050125,dengue hemorrhagic fever
302_DVA291,DVA291,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
303_DVA291,DVA291,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
304_DVA291,DVA291,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
305_DVA291,DVA291,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206; 0050125,dengue hemorrhagic fever
306_DVA291,DVA291,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
307_DVA291,DVA291,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
308_DVA291,DVA291,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
309_DVA291,DVA291,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206; 0050125,dengue hemorrhagic fever
310_DVB64,DVB64,27417494,,,64320,Zika Virus,,Zika Virus,60478,zika fever
311_DVB64,DVB64,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
312_DVB64,DVB64,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
313_DVB64,DVB64,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
314_DVB64,DVB64,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206; 0050125,dengue hemorrhagic fever
315_DVB64,DVB64,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
316_DVB64,DVB64,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
317_DVB64,DVB64,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
318_DVB64,DVB64,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206; 0050125,dengue hemorrhagic fever
319_DVB64,DVB64,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
320_DVB64,DVB64,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
321_DVB64,DVB64,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
322_DVB64,DVB64,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206; 0050125,dengue hemorrhagic fever
323_DVF232,DVF232,27417494,,,64320,Zika Virus,,Zika Virus,60478,zika fever
324_DVF232,DVF232,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
325_DVF232,DVF232,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
326_DVF232,DVF232,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
327_DVF232,DVF232,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206; 0050125,dengue hemorrhagic fever
328_DVF232,DVF232,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
329_DVF232,DVF232,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
330_DVF232,DVF232,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
331_DVF232,DVF232,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206; 0050125,dengue hemorrhagic fever
332_DVF232,DVF232,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
333_DVF232,DVF232,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
334_DVF232,DVF232,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
335_DVF232,DVF232,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206; 0050125,dengue hemorrhagic fever
336_DVF183,DVF183,27417494,,,64320,Zika Virus,,Zika Virus,60478,zika fever
337_DVF183,DVF183,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
338_DVF183,DVF183,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
339_DVF183,DVF183,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
340_DVF183,DVF183,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206; 0050125,dengue hemorrhagic fever
341_DVF183,DVF183,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
342_DVF183,DVF183,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
343_DVF183,DVF183,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
344_DVF183,DVF183,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206; 0050125,dengue hemorrhagic fever
345_DVF183,DVF183,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
346_DVF183,DVF183,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
347_DVF183,DVF183,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
348_DVF183,DVF183,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206; 0050125,dengue hemorrhagic fever
349_DVF61,DVF61,27417494,,,64320,Zika Virus,,Zika Virus,60478,zika fever
350_DVF61,DVF61,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
351_DVF61,DVF61,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
352_DVF61,DVF61,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
353_DVF61,DVF61,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206; 0050125,dengue hemorrhagic fever
354_DVF61,DVF61,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
355_DVF61,DVF61,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
356_DVF61,DVF61,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
357_DVF61,DVF61,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206; 0050125,dengue hemorrhagic fever
358_DVF61,DVF61,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
359_DVF61,DVF61,27417494,,,11060,Dengue Virus2,,Dengue Virus,12205; 12206,dengue disease
360_DVF61,DVF61,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
361_DVF61,DVF61,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206; 0050125,dengue hemorrhagic fever
362_DVF102,DVF102,27417494,,,64320,Zika Virus,,Zika Virus,60478,zika fever
363_DVF102,DVF102,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
364_DVF102,DVF102,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
365_DVF102,DVF102,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
366_DVF102,DVF102,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
367_DVF102,DVF102,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
368_DVF102,DVF102,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
369_DVF102,DVF102,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
370_DVF102,DVF102,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206; 0050125,dengue hemorrhagic fever
371_DVF102,DVF102,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
372_DVF102,DVF102,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
373_DVF102,DVF102,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
374_DVF102,DVF102,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206; 0050125,dengue hemorrhagic fever
375_DV7,DV7,27417494,,,64320,Zika Virus,,Zika Virus,60478,zika fever
376_DV7,DV7,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
377_DV7,DV7,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
378_DV7,DV7,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
379_DV7,DV7,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206; 0050125,dengue hemorrhagic fever
380_DV7,DV7,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
381_DV7,DV7,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
382_DV7,DV7,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
383_DV7,DV7,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
384_DV7,DV7,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
385_DV7,DV7,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
386_DV7,DV7,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
387_DV7,DV7,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206; 0050125,dengue hemorrhagic fever
388_DV8,DV8,27417494,,,64320,Zika Virus,,Zika Virus,60478,zika fever
389_DV8,DV8,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
390_DV8,DV8,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
391_DV8,DV8,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
392_DV8,DV8,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206; 0050125,dengue hemorrhagic fever
393_DV8,DV8,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
394_DV8,DV8,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
395_DV8,DV8,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
396_DV8,DV8,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206; 0050125,dengue hemorrhagic fever
397_DV8,DV8,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
398_DV8,DV8,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
399_DV8,DV8,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
400_DV8,DV8,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206; 0050125,dengue hemorrhagic fever
401_DV15,DV15,27417494,,,64320,Zika Virus,,Zika Virus,60478,zika fever
402_DV15,DV15,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
403_DV15,DV15,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
404_DV15,DV15,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
405_DV15,DV15,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206; 0050125,dengue hemorrhagic fever
406_DV15,DV15,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
407_DV15,DV15,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
408_DV15,DV15,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
409_DV15,DV15,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206; 0050125,dengue hemorrhagic fever
410_DV15,DV15,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
411_DV15,DV15,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
412_DV15,DV15,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
413_DV15,DV15,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206; 0050125,dengue hemorrhagic fever
414_DV16,DV16,27417494,,,64320,Zika Virus,,Zika Virus,60478,zika fever
415_DV16,DV16,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
416_DV16,DV16,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
417_DV16,DV16,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
418_DV16,DV16,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206; 0050125,dengue hemorrhagic fever
419_DV16,DV16,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
420_DV16,DV16,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
421_DV16,DV16,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
422_DV16,DV16,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
423_DV16,DV16,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
424_DV16,DV16,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
425_DV16,DV16,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
426_DV16,DV16,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
427_DVA378,DVA378,27417494,,,64320,Zika Virus,,Zika Virus,60478,zika fever
428_DVA378,DVA378,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
429_DVA378,DVA378,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
430_DVA378,DVA378,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
431_DVA378,DVA378,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
432_DVA378,DVA378,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
433_DVA378,DVA378,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
434_DVA378,DVA378,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
435_DVA378,DVA378,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
436_DVA378,DVA378,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
437_DVA378,DVA378,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
438_DVA378,DVA378,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
439_DVA378,DVA378,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
440_DVC23,DVC23,27417494,,,64320,Zika Virus,,Zika Virus,60478,zika fever
441_DVC23,DVC23,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
442_DVC23,DVC23,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
443_DVC23,DVC23,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
444_DVC23,DVC23,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
445_DVC23,DVC23,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
446_DVC23,DVC23,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
