mab_uid,mab_id,pubmed_id,pdb_id,uniprot_accession,virus_taxonid,virus_name,family,species,disease_id,disease_name,organism,target protein,target type,target,target name,structural sub_domains,assay type,assay,quantitative measure,unit
525_DV18,DV18,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus3 VLP,,,Binding,ELISA (EC50; ng/ml),335,ng/ml
526_DV18,DV18,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus4 VLP,,,Binding,ELISA (EC50; ng/ml),215,ng/ml
527_DV18,DV18,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease,,,,Dengue Virus1 neut,,,Neutralization,IC50 (ng/ml),670,ng/ml
528_DV18,DV18,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever,,,,Dengue Virus2 neut,,,Neutralization,IC50 (ng/ml),241,ng/ml
529_DV18,DV18,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,,Dengue Virus3 neut,,,Neutralization,IC50 (ng/ml),799,ng/ml
530_DV18,DV18,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever,,,,Dengue Virus4 neut,,,Neutralization,IC50 (ng/ml),699,ng/ml
531_DV19,DV19,27417494,,,64320,Zika Virus,,Zika Virus,60478,zika fever,,,Protein,Zika Virus E,,,Binding,ELISA (EC50; ng/ml),1321,ng/ml
532_DV19,DV19,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease,,,Protein,Dengue Virus1 E,,,Binding,ELISA (EC50; ng/ml),729,ng/ml
533_DV19,DV19,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus2 E,,,Binding,ELISA (EC50; ng/ml),347,ng/ml
534_DV19,DV19,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus3 E,,,Binding,ELISA (EC50; ng/ml),51,ng/ml
535_DV19,DV19,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus4 E,,,Binding,ELISA (EC50; ng/ml),140,ng/ml
536_DV19,DV19,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease,,,Protein,Dengue Virus1 VLP,,,Binding,ELISA (EC50; ng/ml),13,ng/ml
537_DV19,DV19,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus2 VLP,,,Binding,ELISA (EC50; ng/ml),13,ng/ml
538_DV19,DV19,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus3 VLP,,,Binding,ELISA (EC50; ng/ml),10,ng/ml
539_DV19,DV19,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus4 VLP,,,Binding,ELISA (EC50; ng/ml),9,ng/ml
540_DV19,DV19,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease,,,,Dengue Virus1 neut,,,Neutralization,IC50 (ng/ml),631,ng/ml
541_DV19,DV19,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever,,,,Dengue Virus2 neut,,,Neutralization,IC50 (ng/ml),189,ng/ml
542_DV19,DV19,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,,Dengue Virus3 neut,,,Neutralization,IC50 (ng/ml),368,ng/ml
543_DV19,DV19,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever,,,,Dengue Virus4 neut,,,Neutralization,IC50 (ng/ml),114,ng/ml
544_DV20,DV20,27417494,,,64320,Zika Virus,,Zika Virus,60478,zika fever,,,Protein,Zika Virus E,,,Binding,ELISA (EC50; ng/ml),712,ng/ml
545_DV20,DV20,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease,,,Protein,Dengue Virus1 E,,,Binding,ELISA (EC50; ng/ml),829,ng/ml
546_DV20,DV20,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus2 E,,,Binding,ELISA (EC50; ng/ml),186,ng/ml
547_DV20,DV20,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus3 E,,,Binding,ELISA (EC50; ng/ml),78,ng/ml
548_DV20,DV20,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus4 E,,,Binding,ELISA (EC50; ng/ml),170,ng/ml
549_DV20,DV20,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease,,,Protein,Dengue Virus1 VLP,,,Binding,ELISA (EC50; ng/ml),173,ng/ml
550_DV20,DV20,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus2 VLP,,,Binding,ELISA (EC50; ng/ml),202,ng/ml
551_DV20,DV20,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus3 VLP,,,Binding,ELISA (EC50; ng/ml),55,ng/ml
552_DV20,DV20,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus4 VLP,,,Binding,ELISA (EC50; ng/ml),421,ng/ml
553_DV20,DV20,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease,,,,Dengue Virus1 neut,,,Neutralization,IC50 (ng/ml),244,ng/ml
554_DV20,DV20,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever,,,,Dengue Virus2 neut,,,Neutralization,IC50 (ng/ml),128,ng/ml
555_DV20,DV20,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,,Dengue Virus3 neut,,,Neutralization,IC50 (ng/ml),777,ng/ml
556_DV20,DV20,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever,,,,Dengue Virus4 neut,,,Neutralization,IC50 (ng/ml),226,ng/ml
557_DVD26,DVD26,27417494,,,64320,Zika Virus,,,60478,zika fever,,,Protein,Zika Virus E,,,Binding,ELISA (EC50; ng/ml),223,ng/ml
558_DVD26,DVD26,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease,,,Protein,Dengue Virus1 E,,,Binding,ELISA (EC50; ng/ml),85,ng/ml
559_DVD26,DVD26,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus2 E,,,Binding,ELISA (EC50; ng/ml),47,ng/ml
560_DVD26,DVD26,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus3 E,,,Binding,ELISA (EC50; ng/ml),11,ng/ml
561_DVD26,DVD26,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus4 E,,,Binding,ELISA (EC50; ng/ml),11,ng/ml
562_DVD26,DVD26,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease,,,Protein,Dengue Virus1 VLP,,,Binding,ELISA (EC50; ng/ml),29,ng/ml
563_DVD26,DVD26,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus2 VLP,,,Binding,ELISA (EC50; ng/ml),7,ng/ml
564_DVD26,DVD26,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus3 VLP,,,Binding,ELISA (EC50; ng/ml),13,ng/ml
565_DVD26,DVD26,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus4 VLP,,,Binding,ELISA (EC50; ng/ml),14,ng/ml
566_DVD26,DVD26,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease,,,,Dengue Virus1 neut,,,Neutralization,IC50 (ng/ml),,ng/ml
567_DVD26,DVD26,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever,,,,Dengue Virus2 neut,,,Neutralization,IC50 (ng/ml),,ng/ml
568_DVD26,DVD26,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,,Dengue Virus3 neut,,,Neutralization,IC50 (ng/ml),,ng/ml
569_DVD26,DVD26,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever,,,,Dengue Virus4 neut,,,Neutralization,IC50 (ng/ml),10,ng/ml
570_DVF256,DVF256,27417494,,,64320,Zika Virus,,,60478,zika fever,,,Protein,Zika Virus E,,,Binding,ELISA (EC50; ng/ml),535,ng/ml
571_DVF256,DVF256,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease,,,Protein,Dengue Virus1 E,,,Binding,ELISA (EC50; ng/ml),244,ng/ml
572_DVF256,DVF256,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus2 E,,,Binding,ELISA (EC50; ng/ml),59,ng/ml
573_DVF256,DVF256,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus3 E,,,Binding,ELISA (EC50; ng/ml),11,ng/ml
574_DVF256,DVF256,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus4 E,,,Binding,ELISA (EC50; ng/ml),19,ng/ml
575_DVF256,DVF256,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease,,,Protein,Dengue Virus1 VLP,,,Binding,ELISA (EC50; ng/ml),8,ng/ml
576_DVF256,DVF256,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus2 VLP,,,Binding,ELISA (EC50; ng/ml),4,ng/ml
577_DVF256,DVF256,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus3 VLP,,,Binding,ELISA (EC50; ng/ml),4,ng/ml
578_DVF256,DVF256,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus4 VLP,,,Binding,ELISA (EC50; ng/ml),4,ng/ml
579_DVF256,DVF256,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease,,,,Dengue Virus1 neut,,,Neutralization,IC50 (ng/ml),,ng/ml
580_DVF256,DVF256,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever,,,,Dengue Virus2 neut,,,Neutralization,IC50 (ng/ml),,ng/ml
581_DVF256,DVF256,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,,Dengue Virus3 neut,,,Neutralization,IC50 (ng/ml),,ng/ml
582_DVF256,DVF256,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever,,,,Dengue Virus4 neut,,,Neutralization,IC50 (ng/ml),,ng/ml
583_DVF133,DVF133,27417494,,,64320,Zika Virus,,Zika Virus,60478,zika fever,,,Protein,Zika Virus E,,,Binding,ELISA (EC50; ng/ml),2519,ng/ml
584_DVF133,DVF133,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease,,,Protein,Dengue Virus1 E,,,Binding,ELISA (EC50; ng/ml),1002,ng/ml
585_DVF133,DVF133,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus2 E,,,Binding,ELISA (EC50; ng/ml),104,ng/ml
586_DVF133,DVF133,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus3 E,,,Binding,ELISA (EC50; ng/ml),68,ng/ml
587_DVF133,DVF133,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus4 E,,,Binding,ELISA (EC50; ng/ml),132,ng/ml
588_DVF133,DVF133,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease,,,Protein,Dengue Virus1 VLP,,,Binding,ELISA (EC50; ng/ml),11,ng/ml
589_DVF133,DVF133,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus2 VLP,,,Binding,ELISA (EC50; ng/ml),10,ng/ml
590_DVF133,DVF133,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus3 VLP,,,Binding,ELISA (EC50; ng/ml),9,ng/ml
591_DVF133,DVF133,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus4 VLP,,,Binding,ELISA (EC50; ng/ml),8,ng/ml
592_DVF133,DVF133,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease,,,,Dengue Virus1 neut,,,Neutralization,IC50 (ng/ml),,ng/ml
593_DVF133,DVF133,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever,,,,Dengue Virus2 neut,,,Neutralization,IC50 (ng/ml),,ng/ml
594_DVF133,DVF133,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,,Dengue Virus3 neut,,,Neutralization,IC50 (ng/ml),,ng/ml
595_DVF133,DVF133,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever,,,,Dengue Virus4 neut,,,Neutralization,IC50 (ng/ml),,ng/ml
596_DVF180,DVF180,27417494,,,64320,Zika Virus,,Zika Virus,60478,zika fever,,,Protein,Zika Virus E,,,Binding,ELISA (EC50; ng/ml),1037,ng/ml
597_DVF180,DVF180,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease,,,Protein,Dengue Virus1 E,,,Binding,ELISA (EC50; ng/ml),175,ng/ml
598_DVF180,DVF180,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus2 E,,,Binding,ELISA (EC50; ng/ml),235,ng/ml
599_DVF180,DVF180,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus3 E,,,Binding,ELISA (EC50; ng/ml),39,ng/ml
600_DVF180,DVF180,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus4 E,,,Binding,ELISA (EC50; ng/ml),98,ng/ml
601_DVF180,DVF180,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease,,,Protein,Dengue Virus1 VLP,,,Binding,ELISA (EC50; ng/ml),34,ng/ml
602_DVF180,DVF180,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus2 VLP,,,Binding,ELISA (EC50; ng/ml),12,ng/ml
603_DVF180,DVF180,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus3 VLP,,,Binding,ELISA (EC50; ng/ml),30,ng/ml
604_DVF180,DVF180,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus4 VLP,,,Binding,ELISA (EC50; ng/ml),12,ng/ml
605_DVF180,DVF180,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease,,,,Dengue Virus1 neut,,,Neutralization,IC50 (ng/ml),,ng/ml
606_DVF180,DVF180,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever,,,,Dengue Virus2 neut,,,Neutralization,IC50 (ng/ml),,ng/ml
607_DVF180,DVF180,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,,Dengue Virus3 neut,,,Neutralization,IC50 (ng/ml),,ng/ml
608_DVF180,DVF180,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever,,,,Dengue Virus4 neut,,,Neutralization,IC50 (ng/ml),,ng/ml
609_DVD23,DVD23,27417494,,,64320,Zika Virus,,Zika Virus,60478,zika fever,,,Protein,Zika Virus E,,,Binding,ELISA (EC50; ng/ml),318,ng/ml
610_DVD23,DVD23,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease,,,Protein,Dengue Virus1 E,,,Binding,ELISA (EC50; ng/ml),258,ng/ml
611_DVD23,DVD23,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus2 E,,,Binding,ELISA (EC50; ng/ml),122,ng/ml
612_DVD23,DVD23,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus3 E,,,Binding,ELISA (EC50; ng/ml),182,ng/ml
613_DVD23,DVD23,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus4 E,,,Binding,ELISA (EC50; ng/ml),70,ng/ml
614_DVD23,DVD23,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease,,,Protein,Dengue Virus1 VLP,,,Binding,ELISA (EC50; ng/ml),180,ng/ml
615_DVD23,DVD23,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus2 VLP,,,Binding,ELISA (EC50; ng/ml),27,ng/ml
616_DVD23,DVD23,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus3 VLP,,,Binding,ELISA (EC50; ng/ml),49,ng/ml
617_DVD23,DVD23,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus4 VLP,,,Binding,ELISA (EC50; ng/ml),346,ng/ml
618_DVD23,DVD23,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease,,,,Dengue Virus1 neut,,,Neutralization,IC50 (ng/ml),,ng/ml
619_DVD23,DVD23,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever,,,,Dengue Virus2 neut,,,Neutralization,IC50 (ng/ml),,ng/ml
620_DVD23,DVD23,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,,Dengue Virus3 neut,,,Neutralization,IC50 (ng/ml),,ng/ml
621_DVD23,DVD23,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever,,,,Dengue Virus4 neut,,,Neutralization,IC50 (ng/ml),,ng/ml
622_DVD22,DVD22,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus4 E,,,Binding,ELISA (EC50; ng/ml),9,ng/ml
623_DVD22,DVD22,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus4 VLP,,,Binding,ELISA (EC50; ng/ml),11,ng/ml
624_DVD22,DVD22,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus4 neut,,,Neutralization,ELISA (EC50; ng/ml),6,ng/ml
625_DVA470,DVA470,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease,,,Protein,Dengue Virus1 E,,,Binding,ELISA (EC50; ng/ml),3,ng/ml
626_DVA470,DVA470,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease,,,Protein,Dengue Virus1 VLP,,,Binding,ELISA (EC50; ng/ml),3,ng/ml
627_DVA470,DVA470,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease,,,Protein,Dengue Virus1 neut,,,Neutralization,ELISA (EC50; ng/ml),2,ng/ml
628_DVA290,DVA290,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease,,,Protein,Dengue Virus1 E,,,Binding,ELISA (EC50; ng/ml),392,ng/ml
629_DVA290,DVA290,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus2 E,,,Binding,ELISA (EC50; ng/ml),166,ng/ml
630_DVA290,DVA290,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus3 E,,,Binding,ELISA (EC50; ng/ml),1125,ng/ml
631_DVA290,DVA290,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus4 E,,,Binding,ELISA (EC50; ng/ml),301,ng/ml
632_DVA290,DVA290,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease,,,Protein,Dengue Virus1 VLP,,,Binding,ELISA (EC50; ng/ml),80,ng/ml
633_DVA290,DVA290,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus2 VLP,,,Binding,ELISA (EC50; ng/ml),46,ng/ml
634_DVA290,DVA290,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus3 VLP,,,Binding,ELISA (EC50; ng/ml),288,ng/ml
635_DVA290,DVA290,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus4 VLP,,,Binding,ELISA (EC50; ng/ml),53,ng/ml
636_DVA290,DVA290,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease,,,,Dengue Virus1 neut,,,Neutralization,IC50 (ng/ml),,ng/ml
637_DVA290,DVA290,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever,,,,Dengue Virus2 neut,,,Neutralization,IC50 (ng/ml),,ng/ml
638_DVA290,DVA290,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,,Dengue Virus3 neut,,,Neutralization,IC50 (ng/ml),,ng/ml
639_DVA290,DVA290,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever,,,,Dengue Virus4 neut,,,Neutralization,IC50 (ng/ml),,ng/ml
640_DVC35,DVC35,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus2 E,,,Binding,ELISA (EC50; ng/ml),47,ng/ml
641_DVC35,DVC35,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus2 VLP,,,Binding,ELISA (EC50; ng/ml),13,ng/ml
642_DVC35,DVC35,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever,,,,Dengue Virus2 neut,,,Neutralization,IC50 (ng/ml),918,ng/ml
643_DVC18,DVC18,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus2 E,,,Binding,ELISA (EC50; ng/ml),161,ng/ml
644_DVC18,DVC18,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease,,,Protein,Dengue Virus1 VLP,,,Binding,ELISA (EC50; ng/ml),301,ng/ml
645_DVC18,DVC18,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus2 VLP,,,Binding,ELISA (EC50; ng/ml),3,ng/ml
646_DVC18,DVC18,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus3 VLP,,,Binding,ELISA (EC50; ng/ml),15,ng/ml
647_DVC18,DVC18,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus4 VLP,,,Binding,ELISA (EC50; ng/ml),30,ng/ml
648_DVC18,DVC18,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,,Dengue Virus3 neut,,,Neutralization,IC50 (ng/ml),3,ng/ml
649_DVC13,DVC13,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease,,,Protein,Dengue Virus1 E,,,Binding,ELISA (EC50; ng/ml),1644,ng/ml
650_DVC13,DVC13,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus2 E,,,Binding,ELISA (EC50; ng/ml),370,ng/ml
651_DVC13,DVC13,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus3 E,,,Binding,ELISA (EC50; ng/ml),1093,ng/ml
652_DVC13,DVC13,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus4 E,,,Binding,ELISA (EC50; ng/ml),344,ng/ml
653_DVC13,DVC13,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease,,,Protein,Dengue Virus1 VLP,,,Binding,ELISA (EC50; ng/ml),456,ng/ml
654_DVC13,DVC13,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus2 VLP,,,Binding,ELISA (EC50; ng/ml),197,ng/ml
655_DVC13,DVC13,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus3 VLP,,,Binding,ELISA (EC50; ng/ml),534,ng/ml
656_DVC13,DVC13,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus4 VLP,,,Binding,ELISA (EC50; ng/ml),334,ng/ml
657_DVC13,DVC13,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever,,,,Dengue Virus2 neut,,,Neutralization,IC50 (ng/ml),241,ng/ml
658_DV77,DV77,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease,,,Protein,Dengue Virus1 E,,,Binding,ELISA (EC50; ng/ml),19,ng/ml
659_DV77,DV77,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease,,,Protein,Dengue Virus1 VLP,,,Binding,ELISA (EC50; ng/ml),10,ng/ml
660_DV77,DV77,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus2 VLP,,,Binding,ELISA (EC50; ng/ml),704,ng/ml
661_DV77,DV77,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus3 VLP,,,Binding,ELISA (EC50; ng/ml),9,ng/ml
662_DV77,DV77,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus4 VLP,,,Binding,ELISA (EC50; ng/ml),26,ng/ml
663_DVD16,DVD16,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus4 E,,,Binding,ELISA (EC50; ng/ml),11,ng/ml
664_DVD16,DVD16,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus4 VLP,,,Binding,ELISA (EC50; ng/ml),7,ng/ml
665_DV87,DV87,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease,,,Protein,Dengue Virus1 E,,,Binding,ELISA (EC50; ng/ml),13,ng/ml
666_DV87,DV87,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,Dengue Virus2 E,,,Binding,ELISA (EC50; ng/ml),15,ng/ml
